Chainage ID,Chainage Start (km),Chainage End (km),Section,Section Name,Station,Geometry Type,Level Crossing,IRJ,Turnout,Bridge,Fixed Asset?, WZ Level Crossing   , WZ IRJ , WZ Turnout , WZ Bridge , Asset Warning Zone? ,GBFI Max Avg,GBFI Avg of Avg,# Reasonably Fouled,# Fouled,# Highly Fouled,Fouled Zone?,Ballast Centre (m),Ballast <250mm?,Open TSR?,TSR Open Days,TSR History?,2025,2024,2023,2022,TQI Count,TQI Max Value, TQI Score , TQI Trend ,TQI Status,SF Accel West,SF Accel East,Suspension Travel,Rock,Bounce,DTF S1,DTF S2,DTF S3,DTF Worst Case ,Getting Worse?,Plainline Treatment,PL Treatment Override,Level Crossing Treatment,IRJ Treatment,Turnout Treatment,Bridge TrackTreatment,Problem Zone,Problem Zone Group #,Problem Zone Length
CHAIN-SML-S-02502-E-02503-MAINLINE,250.19999999999004,250.29999999999004,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,13.6,11.999999999999998,0,0,0,No,0.24789999999999995,Yes,No,0.0,No,0,0,0,0,2,17.124,0.34247999999999995,,Satisfactory,1,1,0,0,0,0,0,2,S3,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02503-E-02504-MAINLINE,250.29999999999004,250.39999999999003,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,16.4,12.228571428571426,0,0,0,No,0.24900000000000022,Yes,No,0.0,No,0,0,0,0,2,17.124,0.34247999999999995,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02504-E-02505-MAINLINE,250.39999999999003,250.49999999999002,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,18.3,14.514285714285714,0,0,0,No,0.27209999999999995,No,No,0.0,No,0,0,0,0,2,13.0695,0.26139,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02505-E-02506-MAINLINE,250.49999999999002,250.59999999999002,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,13.0,10.966666666666665,0,0,0,No,0.23310000000000003,Yes,No,0.0,No,0,0,0,0,2,13.0695,0.26139,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02506-E-02507-MAINLINE,250.59999999999002,250.69999999999,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,13.0,10.390476190476189,0,0,0,No,0.25300000000000006,No,No,0.0,No,0,0,0,0,2,11.838,0.23675999999999997,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02507-E-02508-MAINLINE,250.69999999999,250.79999999999,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,16.3,12.571428571428571,0,0,0,No,0.27160000000000006,No,No,0.0,No,0,0,0,0,2,11.4045,0.22809000000000001,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02508-E-02509-MAINLINE,250.79999999999,250.89999999999,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,12.8,9.780952380952382,0,0,0,No,0.26670000000000005,No,No,0.0,No,0,0,0,0,2,16.209,0.32417999999999997,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02509-E-02510-MAINLINE,250.89999999999,250.99999999999,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,18.0,12.176190476190477,0,0,0,No,0.25010000000000016,No,No,0.0,Yes,0,0,1,0,2,21.4245,0.42849,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,96.0,600.0
CHAIN-SML-S-02510-E-02511-MAINLINE,250.99999999999,251.09999999999,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,37.7,21.62380952380952,6,4,0,Yes,0.20090000000000025,Yes,No,0.0,Yes,0,0,1,0,2,21.4245,0.42849,,Poor,1,0,0,0,0,0,0,1,S3,0,Ballast Clean,Ballast Clean,No treatment,No treatment,No treatment,No treatment,1,96.0,600.0
CHAIN-SML-S-02511-E-02512-MAINLINE,251.09999999999,251.19999999998998,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,18.8,12.133333333333335,0,0,0,No,0.22869999999999968,Yes,No,0.0,No,0,0,0,0,2,26.694,0.53388,Peak,Poor,2,2,0,0,0,0,0,4,S3,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,96.0,600.0
CHAIN-SML-S-02512-E-02513-MAINLINE,251.19999999998998,251.29999999998998,ML Section 9,CBM,Cloudbreak,Mild Curve,0,0,0,0,No,0,0,0,0,No,10.8,9.261904761904761,0,0,0,No,0.27199999999999963,No,No,0.0,No,0,0,0,0,2,26.694,0.53388,Peak,Poor,1,1,0,0,0,0,0,2,S3,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,96.0,600.0
CHAIN-SML-S-02513-E-02514-MAINLINE,251.29999999998998,251.39999999998997,ML Section 9,CBM,Cloudbreak,Mild Curve,0,0,0,0,No,0,0,0,0,No,11.6,9.052380952380949,0,0,0,No,0.29739999999999966,No,No,0.0,No,0,0,0,0,2,20.475,0.40950000000000003,Stable,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,96.0,600.0
CHAIN-SML-S-02514-E-02515-MAINLINE,251.39999999998997,251.49999999998997,ML Section 9,CBM,Cloudbreak,Mild Curve,0,0,0,0,No,0,0,0,0,No,14.6,11.47142857142857,0,0,0,No,0.2672999999999998,No,No,0.0,No,0,0,0,0,2,20.475,0.40950000000000003,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,96.0,600.0
CHAIN-SML-S-02515-E-02516-MAINLINE,251.49999999998997,251.59999999998996,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,11.2,10.257142857142856,0,0,0,No,0.22959999999999986,Yes,No,0.0,No,0,0,0,0,2,19.722,0.39444,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02516-E-02517-MAINLINE,251.59999999998996,251.69999999998996,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,20.6,12.709523809523809,1,0,0,Yes,0.24420000000000003,Yes,No,0.0,No,0,0,0,0,2,24.8625,0.49725,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,97.0,200.0
CHAIN-SML-S-02517-E-02518-MAINLINE,251.69999999998996,251.79999999998995,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,118.9,27.45714285714286,14,1,1,Yes,0.21220000000000006,Yes,No,0.0,No,0,0,0,0,2,26.016,0.52032,,Poor,0,0,0,0,0,0,0,0,,0,Local Formation Renewal (Bog Hole),Local Formation Renewal (Bog Hole),No treatment,No treatment,No treatment,No treatment,1,97.0,200.0
CHAIN-SML-S-02518-E-02519-MAINLINE,251.79999999998995,251.89999999998994,ML Section 9,CBM,Cloudbreak,Tangent,1,0,0,0,Yes,0,0,0,0,No,118.9,21.97142857142857,0,0,2,Yes,0.2652,No,No,0.0,No,0,0,0,0,2,26.016,0.52032,,Poor,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02519-E-02520-MAINLINE,251.89999999998994,251.99999999998994,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,12.5,10.98,0,0,0,No,0.247474226804124,Yes,No,0.0,No,0,0,0,0,2,13.035,0.2607,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02520-E-02521-MAINLINE,251.99999999998994,252.09999999998993,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,14.9,12.361904761904762,0,0,0,No,0.19809999999999994,Yes,No,0.0,No,0,0,0,0,2,13.827,0.27654,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02521-E-02522-MAINLINE,252.09999999998993,252.19999999998993,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,13.4,10.79047619047619,0,0,0,No,0.24500000000000038,Yes,No,0.0,No,0,0,0,0,2,13.827,0.27654,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02522-E-02523-MAINLINE,252.19999999998993,252.29999999998992,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,13.0,11.338095238095239,0,0,0,No,0.23229999999999984,Yes,No,0.0,No,0,0,0,0,2,13.6035,0.27207000000000003,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02523-E-02524-MAINLINE,252.29999999998992,252.39999999998992,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,12.4,11.209523809523812,0,0,0,No,0.2596000000000002,No,No,0.0,No,0,0,0,0,2,16.044,0.32088,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02524-E-02525-MAINLINE,252.39999999998992,252.4999999999899,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,11.8,10.361904761904762,0,0,0,No,0.26949999999999996,No,No,0.0,No,0,0,0,0,2,16.044,0.32088,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02525-E-02526-MAINLINE,252.4999999999899,252.5999999999899,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,11.6,10.247619047619049,0,0,0,No,0.27170000000000005,No,No,0.0,No,0,0,0,0,2,12.9555,0.25911,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02526-E-02527-MAINLINE,252.5999999999899,252.6999999999899,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,12.6,10.980952380952377,0,0,0,No,0.2535000000000002,No,No,0.0,No,0,0,0,0,2,12.783,0.25566,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02527-E-02528-MAINLINE,252.6999999999899,252.7999999999899,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,14.8,11.257142857142856,0,0,0,No,0.22130000000000044,Yes,No,0.0,No,0,0,0,0,2,14.298,0.28596,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02528-E-02529-MAINLINE,252.7999999999899,252.8999999999899,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,11.0,9.880952380952383,0,0,0,No,0.2439,Yes,No,0.0,No,0,0,0,0,2,14.298,0.28596,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02529-E-02530-MAINLINE,252.8999999999899,252.99999999998988,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,12.8,10.523809523809524,0,0,0,No,0.2660999999999997,No,No,0.0,No,0,0,0,0,2,15.276,0.30552,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02530-E-02531-MAINLINE,252.99999999998988,253.09999999998988,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,12.4,10.00952380952381,0,0,0,No,0.29099999999999976,No,No,0.0,No,0,0,0,0,2,15.276,0.30552,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02531-E-02532-MAINLINE,253.09999999998988,253.19999999998987,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,15.4,11.947619047619051,0,0,0,No,0.2523,No,No,0.0,No,0,0,0,0,2,15.561,0.31122,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02532-E-02533-MAINLINE,253.19999999998987,253.29999999998986,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,13.0,10.600000000000001,0,0,0,No,0.26280000000000026,No,No,0.0,No,0,0,0,0,2,15.561,0.31122,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02533-E-02534-MAINLINE,253.29999999998986,253.39999999998986,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,11.6,10.052380952380952,0,0,0,No,0.27820000000000006,No,No,0.0,No,0,0,0,0,2,18.1815,0.36363,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02534-E-02535-MAINLINE,253.39999999998986,253.49999999998985,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,15.5,12.452380952380953,0,0,0,No,0.21750000000000025,Yes,No,0.0,No,0,0,0,0,2,18.1815,0.36363,,Satisfactory,1,1,0,0,0,0,0,2,S3,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02535-E-02536-MAINLINE,253.49999999998985,253.59999999998985,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,13.1,11.266666666666666,0,0,0,No,0.22590000000000038,Yes,No,0.0,No,0,0,0,0,2,17.622,0.35244,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02536-E-02537-MAINLINE,253.59999999998985,253.69999999998984,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,11.3,10.152380952380954,0,0,0,No,0.2761,No,No,0.0,No,0,0,0,0,2,13.746,0.27492,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02537-E-02538-MAINLINE,253.69999999998984,253.79999999998984,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,13.9,12.285714285714283,0,0,0,No,0.2314,Yes,No,0.0,No,0,0,0,0,2,14.8875,0.29774999999999996,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02538-E-02539-MAINLINE,253.79999999998984,253.89999999998983,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,15.6,12.723809523809523,0,0,0,No,0.22360000000000024,Yes,No,0.0,No,0,0,0,0,2,17.7885,0.35577,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02539-E-02540-MAINLINE,253.89999999998983,253.99999999998983,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,13.6,11.657142857142858,0,0,0,No,0.25010000000000016,No,No,0.0,No,0,0,0,0,2,17.7885,0.35577,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02540-E-02541-MAINLINE,253.99999999998983,254.09999999998982,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,16.5,13.604761904761906,0,0,0,No,0.2259000000000001,Yes,No,0.0,No,0,0,0,0,2,13.32,0.2664,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02541-E-02542-MAINLINE,254.09999999998982,254.1999999999898,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,16.0,11.93181818181818,0,0,0,No,0.2743,No,No,0.0,No,0,0,0,0,2,11.7645,0.23529,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02542-E-02543-MAINLINE,254.1999999999898,254.2999999999898,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,14.5,10.186363636363636,0,0,0,No,0.2594000000000002,No,No,0.0,No,0,0,0,0,2,16.9845,0.33969,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02543-E-02544-MAINLINE,254.2999999999898,254.3999999999898,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,34.2,14.286363636363633,0,2,0,Yes,0.21790000000000037,Yes,No,0.0,No,0,0,0,0,2,21.4215,0.42843000000000003,,Poor,1,0,0,0,0,0,0,1,S3,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,98.0,100.0
CHAIN-SML-S-02544-E-02545-MAINLINE,254.3999999999898,254.4999999999898,ML Section 9,CBM,Cloudbreak,Tangent,0,2,0,0,Yes,0,0,0,0,No,43.7,16.272727272727266,2,2,1,Yes,0.2435000000000001,Yes,No,0.0,Yes,0,0,0,1,2,21.4215,0.42843000000000003,,Poor,1,1,0,0,0,0,0,2,S3,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02545-E-02546-MAINLINE,254.4999999999898,254.5999999999898,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,10.3,8.83181818181818,0,0,0,No,0.26120000000000027,No,No,0.0,Yes,0,0,0,1,2,15.9555,0.31911,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02546-E-02547-MAINLINE,254.5999999999898,254.69999999998979,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,11.2,9.195454545454545,0,0,0,No,0.2281999999999998,Yes,No,0.0,No,0,0,0,0,2,14.925,0.2985,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02547-E-02548-MAINLINE,254.69999999998979,254.79999999998978,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,10.0,8.940909090909088,0,0,0,No,0.26560000000000017,No,No,0.0,No,0,0,0,0,2,12.981,0.25962,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02548-E-02549-MAINLINE,254.79999999998978,254.89999999998977,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,11.9,10.504545454545454,0,0,0,No,0.20229999999999965,Yes,No,0.0,No,0,0,0,0,2,12.981,0.25962,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02549-E-02550-MAINLINE,254.89999999998977,254.99999999998977,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,14.7,10.238095238095237,0,0,0,No,0.26600000000000024,No,No,0.0,No,0,0,0,0,2,12.384,0.24768,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02550-E-02551-MAINLINE,254.99999999998977,255.09999999998976,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,9.2,8.219047619047618,0,0,0,No,0.27270000000000005,No,No,0.0,No,0,0,0,0,2,18.4965,0.36993000000000004,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02551-E-02552-MAINLINE,255.09999999998976,255.19999999998976,ML Section 9,CBM,Cloudbreak,Tangent,1,0,0,0,Yes,0,0,0,0,No,53.8,23.104761904761908,3,4,3,Yes,0.23750000000000043,Yes,No,0.0,No,0,0,0,0,2,28.662,0.57324,,Poor,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02552-E-02553-MAINLINE,255.19999999998976,255.29999999998975,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,38.6,15.819047619047618,3,2,0,Yes,0.25000000000000006,No,No,0.0,No,0,0,0,0,2,28.662,0.57324,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,99.0,1100.0
CHAIN-SML-S-02553-E-02554-MAINLINE,255.29999999998975,255.39999999998975,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,18.2,10.709523809523809,0,0,0,No,0.2605999999999999,No,No,0.0,No,0,0,0,0,2,22.7445,0.45488999999999996,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,99.0,1100.0
CHAIN-SML-S-02554-E-02555-MAINLINE,255.39999999998975,255.49999999998974,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,10.5,9.390476190476189,0,0,0,No,0.2757,No,No,0.0,No,0,0,0,0,2,27.795,0.5559000000000001,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,99.0,1100.0
CHAIN-SML-S-02555-E-02556-MAINLINE,255.49999999998974,255.59999999998973,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,11.9,9.30952380952381,0,0,0,No,0.2924999999999994,No,No,0.0,No,0,0,0,0,2,27.795,0.5559000000000001,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,99.0,1100.0
CHAIN-SML-S-02556-E-02557-MAINLINE,255.59999999998973,255.69999999998973,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,10.5,9.242857142857142,0,0,0,No,0.2921999999999996,No,No,0.0,No,0,0,0,0,2,24.8715,0.49743000000000004,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,99.0,1100.0
CHAIN-SML-S-02557-E-02558-MAINLINE,255.69999999998973,255.79999999998972,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,12.6,9.690476190476192,0,0,0,No,0.28119999999999984,No,No,0.0,No,0,0,0,0,2,24.8715,0.49743000000000004,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,99.0,1100.0
CHAIN-SML-S-02558-E-02559-MAINLINE,255.79999999998972,255.89999999998972,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,11.3,9.928571428571429,0,0,0,No,0.2722999999999997,No,No,0.0,No,0,0,0,0,2,23.7375,0.47475,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,99.0,1100.0
CHAIN-SML-S-02559-E-02560-MAINLINE,255.89999999998972,255.9999999999897,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,14.6,12.004999999999999,0,0,0,No,0.2353092783505148,Yes,No,0.0,No,0,0,0,0,2,21.621,0.43241999999999997,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,99.0,1100.0
CHAIN-SML-S-02560-E-02561-MAINLINE,255.9999999999897,256.09999999998973,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,30.4,14.271428571428574,1,1,0,Yes,0.23110000000000008,Yes,No,0.0,No,0,0,0,0,2,30.267,0.60534,,Critical,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,99.0,1100.0
CHAIN-SML-S-02561-E-02562-MAINLINE,256.09999999998973,256.19999999998976,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,14.2,11.42272727272727,0,0,0,No,0.2985999999999997,No,No,0.0,No,0,0,0,0,2,30.267,0.60534,,Critical,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,99.0,1100.0
CHAIN-SML-S-02562-E-02563-MAINLINE,256.19999999998976,256.2999999999898,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,12.6,10.690909090909091,0,0,0,No,0.24100000000000016,Yes,No,0.0,No,0,0,0,0,2,23.8605,0.47720999999999997,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,99.0,1100.0
CHAIN-SML-S-02563-E-02564-MAINLINE,256.2999999999898,256.3999999999898,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,12.3,9.931818181818182,0,0,0,No,0.26090000000000046,No,No,0.0,No,0,0,0,0,2,19.8165,0.39633,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-02564-E-02565-MAINLINE,256.3999999999898,256.4999999999898,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,11.2,9.2,0,0,0,No,0.2850999999999998,No,No,0.0,No,0,0,0,0,2,20.607,0.41214,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,100.0,200.0
CHAIN-SML-S-02565-E-02566-MAINLINE,256.4999999999898,256.59999999998985,ML Section 9,CBM,Cloudbreak,Tangent,0,0,0,0,No,0,0,0,0,No,23.7,12.113636363636363,3,0,0,Yes,0.26299999999999985,No,No,0.0,No,0,0,0,0,2,20.607,0.41214,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,100.0,200.0
